"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","extraStatement","characterName","habitual","n_instances","time_period","rt","response","condition"
83,"hobby","truthJudge","played the banjo","male",NA,"Yesterday, Robert developed crippling arthritis in his hands and no longer can play musical instruments.","Robert","plays the banjo",3,"year",5860,"disagree-key","preventative"
83,"employment","truthJudge","wrote a poem","male",NA,"","Daniel","writes poems",3,"year",2609,"agree-key","baseline"
83,"entertainment","truthJudge","watched space launches","female",NA,"Yesterday, Stephanie went through a radical transformation and now it is against her belief to witness anything relating to space travel.","Stephanie","watches space launches",3,"2 years",10780,"disagree-key","preventative"
83,"hobby","truthJudge","ran","male",NA,"Yesterday, John remembered how much fun those times were and bought a new pair of running shoes.","John","runs",3,"2 months",5100,"agree-key","enabling"
83,"hobby","truthJudge","played tennis","female",NA,"","Kelly","plays tennis",3,"year",2325,"agree-key","baseline"
83,"food","truthJudge","ate peanut butter","male",NA,"Yesterday, Ben developed a peanut allergy.","Ben","eats peanut butter",3,"year",6700,"disagree-key","preventative"
83,"clothing","truthJudge","wore a suit","female",NA,"Yesterday, Laura got fired from her job on Wall Street and now works in a pizza parlor.","Laura","wears a suit",3,"month",10827,"disagree-key","preventative"
83,"hobby","truthJudge","hiked","female",NA,"Yesterday, Julia remembered how much fun those times were and bought a lot of new hiking gear.","Julia","hikes",3,"year",4404,"agree-key","enabling"
83,"food","truthJudge","smoked marijuana","male",NA,"","Christopher","smokes marijuana",3,"year",5077,"agree-key","baseline"
83,"employment","truthJudge","wrote a novel","female",NA,"Yesterday, Hillary finished an MFA program and quit her other job to focus on writing novels.","Hillary","writes novels",3,"5 years",7652,"agree-key","enabling"
83,"food","truthJudge","drank beer","female",NA,"Yesterday, Brooke gave up alcohol and entered into Alcoholics Anonymous.","Brooke","drinks beer",3,"month",3437,"disagree-key","preventative"
83,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Alexander wanted a smoke and bought a pack of cigarettes.","Alexander","smokes cigarettes",3,"month",26497,"agree-key","enabling"
83,"food","truthJudge","did cocaine","male",NA,"Yesterday, Lewis wanted to get high and bought some cocaine.","Lewis","does cocaine",3,"year",6019,"agree-key","enabling"
83,"employment","truthJudge","volunteered for a political campaign","male",NA,"Yesterday, Stephen grew disillusioned with the political system and wants nothing to do with it anymore.","Stephen","volunteers for political campaigns",3,"5 years",8213,"disagree-key","preventative"
83,"hobby","truthJudge","climbed mountains","female",NA,"","Jessica","climbs mountains",3,"5 years",4573,"agree-key","baseline"
83,"food","truthJudge","drank coffee","female",NA,"","Crystal","drinks coffee",3,"month",2997,"agree-key","baseline"
83,"employment","truthJudge","stole chewing gum","male",NA,"Yesterday, Cameron got caught and vowed to never break the law again.","Cameron","steals chewing gum",3,"5 years",24179,"disagree-key","preventative"
83,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, Seth researched a new soup kitchen in the area and is going to volunteer with them.","Seth","volunteers for soup kitchens",3,"5 years",16828,"agree-key","enabling"
83,"entertainment","truthJudge","watched professional football","female",NA,"Yesterday, Janet remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","Janet","watches professional football",3,"year",4115,"agree-key","enabling"
83,"employment","truthJudge","stole a car","female",NA,"","Maya","steals cars",3,"5 years",2357,"agree-key","baseline"
83,"food","truthJudge","ate caviar","male",NA,"","Kyle","eats caviar",3,"5 years",2556,"agree-key","baseline"
84,"food","truthJudge","smoked cigarettes","female",NA,"Yesterday, Claire quit smoking cigarettes.","Claire","smokes cigarettes",3,"month",16498,"disagree-key","preventative"
84,"employment","truthJudge","stole chewing gum","female",NA,"","Ashley","steals chewing gum",3,"5 years",4739,"agree-key","baseline"
84,"food","truthJudge","did cocaine","male",NA,"","Josh","does cocaine",3,"year",6299,"agree-key","baseline"
84,"entertainment","truthJudge","watched space launches","male",NA,"Yesterday, Stephen went through a radical transformation and now it is against his belief to witness anything relating to space travel.","Stephen","watches space launches",3,"2 years",12034,"disagree-key","preventative"
84,"entertainment","truthJudge","watched professional football","male",NA,"Yesterday, Vince remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","Vince","watches professional football",3,"year",8376,"agree-key","enabling"
84,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Stephanie developed crippling arthritis in her hands and no longer can play musical instruments.","Stephanie","plays the banjo",3,"year",11195,"disagree-key","preventative"
84,"hobby","truthJudge","ran","female",NA,"Yesterday, Crystal was in a car accident and became permanently paralyzed from the waist down.","Crystal","runs",3,"2 months",8797,"disagree-key","preventative"
84,"food","truthJudge","ate caviar","female",NA,"Yesterday, Brooke learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Brooke","eats caviar",3,"5 years",6764,"agree-key","enabling"
84,"clothing","truthJudge","wore a suit","male",NA,"","William","wears a suit",3,"month",8670,"agree-key","baseline"
84,"food","truthJudge","drank coffee","male",NA,"","David","drinks coffee",3,"month",7283,"agree-key","baseline"
84,"employment","truthJudge","wrote a novel","male",NA,"Yesterday, Brian finished an MFA program and quit his other job to focus on writing novels.","Brian","writes novels",3,"5 years",8453,"agree-key","enabling"
84,"hobby","truthJudge","hiked","female",NA,"Yesterday, Natalie remembered how much fun those times were and bought a lot of new hiking gear.","Natalie","hikes",3,"year",9490,"agree-key","enabling"
84,"food","truthJudge","smoked marijuana","female",NA,"Yesterday, Bridgette realized she is severely allergic to marijuana and will no longer smoke it.","Bridgette","smokes marijuana",3,"year",8070,"disagree-key","preventative"
84,"employment","truthJudge","stole a car","female",NA,"Yesterday, Sophia learned a new technique for breaking into cars.","Sophia","steals cars",3,"5 years",4249,"agree-key","enabling"
84,"employment","truthJudge","volunteered for a political campaign","male",NA,"Yesterday, Lee researched a new political candidate in the area and is going to volunteer with them.","Lee","volunteers for political campaigns",3,"5 years",7142,"agree-key","enabling"
84,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Kyle developed crippling arthritis in both elbows and can only move his arms extremely slowly.","Kyle","plays tennis",3,"year",8301,"agree-key","preventative"
84,"food","truthJudge","ate peanut butter","male",NA,"Yesterday, Eric developed a peanut allergy.","Eric","eats peanut butter",3,"year",4869,"disagree-key","preventative"
84,"hobby","truthJudge","climbed mountains","male",NA,"","Jacob","climbs mountains",3,"5 years",4013,"agree-key","baseline"
84,"employment","truthJudge","wrote a poem","male",NA,"","Stephen","writes poems",3,"year",3015,"agree-key","baseline"
84,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Yesterday, Rebecca researched a new soup kitchen in the area and is going to volunteer with them.","Rebecca","volunteers for soup kitchens",3,"5 years",6239,"agree-key","enabling"
84,"food","truthJudge","drank beer","female",NA,"","Esther","drinks beer",3,"month",5994,"agree-key","baseline"
85,"hobby","truthJudge","hiked","male",NA,"Yesterday, Derrick remembered how much fun those times were and bought a lot of new hiking gear.","Derrick","hikes",3,"year",11386,"agree-key","enabling"
85,"food","truthJudge","drank beer","female",NA,"Yesterday, Rebecca wanted to get tipsy and bought a six-pack of beer.","Rebecca","drinks beer",3,"month",4973,"agree-key","enabling"
85,"hobby","truthJudge","ran","male",NA,"","Brian","runs",3,"2 months",4840,"disagree-key","baseline"
85,"food","truthJudge","smoked marijuana","female",NA,"","Stephanie","smokes marijuana",3,"year",5970,"disagree-key","baseline"
85,"food","truthJudge","drank coffee","female",NA,"Yesterday, Theresa developed a caffeine allergy and decided to give up all caffeine.","Theresa","drinks coffee",3,"month",8779,"disagree-key","preventative"
85,"hobby","truthJudge","played the banjo","male",NA,"Yesterday, Alexander developed crippling arthritis in his hands and no longer can play musical instruments.","Alexander","plays the banjo",3,"year",5550,"agree-key","preventative"
85,"food","truthJudge","did cocaine","female",NA,"","Linda","does cocaine",3,"year",3583,"disagree-key","baseline"
85,"hobby","truthJudge","climbed mountains","male",NA,"","Stephen","climbs mountains",3,"5 years",3487,"agree-key","baseline"
85,"employment","truthJudge","stole chewing gum","female",NA,"Yesterday, Angela learned a new trick to distract shopkeepers.","Angela","steals chewing gum",3,"5 years",5002,"agree-key","enabling"
85,"entertainment","truthJudge","watched professional football","male",NA,"Yesterday, Josh learned about all the corruption in professional sports and no longer can watch it.","Josh","watches professional football",3,"year",7500,"disagree-key","preventative"
85,"hobby","truthJudge","played tennis","female",NA,"Yesterday, Elizabeth developed crippling arthritis in both elbows and can only move her arms extremely slowly.","Elizabeth","plays tennis",3,"year",5379,"disagree-key","preventative"
85,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, Ronald grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","Ronald","volunteers for soup kitchens",3,"5 years",6582,"disagree-key","preventative"
85,"employment","truthJudge","stole a car","female",NA,"Yesterday, Michelle learned a new technique for breaking into cars.","Michelle","steals cars",3,"5 years",3834,"agree-key","enabling"
85,"employment","truthJudge","volunteered for a political campaign","male",NA,"","Martin","volunteers for political campaigns",3,"5 years",2654,"agree-key","baseline"
85,"food","truthJudge","ate peanut butter","male",NA,"","Daniel","eats peanut butter",3,"year",2409,"agree-key","baseline"
85,"food","truthJudge","smoked cigarettes","female",NA,"","Julia","smokes cigarettes",3,"month",2522,"agree-key","baseline"
85,"employment","truthJudge","wrote a novel","male",NA,"Yesterday, Robert finished an MFA program and quit his other job to focus on writing novels.","Robert","writes novels",3,"5 years",4063,"agree-key","enabling"
85,"employment","truthJudge","wrote a poem","female",NA,"Yesterday, Crystal finished an MFA program and quit her other job to focus on writing poems.","Crystal","writes poems",3,"year",4489,"agree-key","enabling"
85,"food","truthJudge","ate caviar","female",NA,"Yesterday, Amber developed a seafood allergy.","Amber","eats caviar",3,"5 years",3258,"disagree-key","preventative"
85,"entertainment","truthJudge","watched space launches","female",NA,"Yesterday, Esther remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","Esther","watches space launches",3,"2 years",5783,"agree-key","enabling"
85,"clothing","truthJudge","wore a suit","female",NA,"Yesterday, Sophia got fired from her job on Wall Street and now works in a pizza parlor.","Sophia","wears a suit",3,"month",6298,"disagree-key","preventative"
