"workerid","category","trial_type","trial_num","past_interval","extra_sentence","gender","character","past_freq","item","rt","response","condition"
69,"food","predictive",6,"year","Yesterday, Jacob developed a peanut allergy.","male","Jacob",3,"eats peanut butter",11030,"0","preventative"
69,"entertainment","predictive",7,"2 years","Yesterday, Tom went through a radical transformation and now it is against his belief to witness anything relating to space travel.","male","Tom",3,"watches space launches",16613,"0","preventative"
69,"employment","predictive",8,"5 years","Yesterday, Michael learned a new trick to distract shopkeepers.","male","Michael",3,"steals chewing gum",17494,"10","enabling"
69,"food","predictive",9,"month","","male","John",3,"drinks coffee",13194,"4","baseline"
69,"food","predictive",10,"5 years","Yesterday, Lewis learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","male","Lewis",3,"eats caviar",35479,"10","enabling"
69,"hobby","predictive",11,"year","Yesterday, Michelle developed crippling arthritis in her hands and no longer can play musical instruments.","female","Michelle",3,"plays the banjo",16445,"0","preventative"
69,"food","predictive",12,"year","Yesterday, Jackie wanted to get high and bought some cocaine.","female","Jackie",3,"does cocaine",24759,"5","enabling"
69,"employment","predictive",13,"5 years","Yesterday, Lucas learned a new technique for breaking into cars.","male","Lucas",3,"steals cars",15364,"5","enabling"
69,"employment","predictive",14,"5 years","","female","Angela",3,"writes novels",9127,"3","baseline"
69,"food","predictive",15,"month","","female","Natalie",3,"drinks beer",8246,"6","baseline"
69,"employment","predictive",16,"5 years","","male","Vince",3,"volunteers for political campaigns",14243,"3","baseline"
69,"entertainment","predictive",17,"year","","male","Stephen",3,"watches professional football",14483,"5","baseline"
69,"hobby","predictive",18,"year","Yesterday, Theresa remembered how much fun that was and bought a new tennis racket.","female","Theresa",3,"plays tennis",11345,"6","enabling"
69,"food","predictive",19,"year","Yesterday, Laura wanted to get high and bought some marijuana.","female","Laura",3,"smokes marijuana",10002,"5","enabling"
69,"hobby","predictive",20,"5 years","Yesterday, Gabriel turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Gabriel",3,"climbs mountains",12930,"0","preventative"
69,"employment","predictive",21,"5 years","Yesterday, Julia grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Julia",3,"volunteers for soup kitchens",13218,"0","preventative"
70,"employment","predictive",1,"5 years","","male","Josh",3,"volunteers for soup kitchens",19633,"3","baseline"
70,"hobby","predictive",2,"2 months","Yesterday, Jessica remembered how much fun those times were and bought a new pair of running shoes.","female","Jessica",3,"runs",36166,"6","enabling"
70,"employment","predictive",3,"year","","female","Stephanie",3,"writes poems",15250,"3","baseline"
70,"hobby","predictive",4,"year","Yesterday, Brian remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Brian",3,"plays the banjo",46798,"15","enabling"
70,"hobby","predictive",5,"5 years","Yesterday, Kathleen turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Kathleen",3,"climbs mountains",35983,"0","preventative"
70,"employment","predictive",6,"5 years","Yesterday, Seth learned a new technique for breaking into cars.","male","Seth",3,"steals cars",21164,"6","enabling"
70,"food","predictive",7,"month","Yesterday, Lee quit smoking cigarettes.","male","Lee",3,"smokes cigarettes",18934,"0","preventative"
70,"food","predictive",8,"year","Yesterday, Monica learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","female","Monica",3,"eats peanut butter",29079,"10","enabling"
70,"food","predictive",9,"year","Yesterday, Ben realized he is severely allergic to marijuana and will no longer smoke it.","male","Ben",3,"smokes marijuana",12985,"0","preventative"
70,"employment","predictive",10,"5 years","Yesterday, Gabriel learned a new trick to distract shopkeepers.","male","Gabriel",3,"steals chewing gum",23964,"6","enabling"
70,"employment","predictive",11,"5 years","Yesterday, Natalie became fed up with the literary world and decided to never write anything again.","female","Natalie",3,"writes novels",17251,"0","preventative"
70,"entertainment","predictive",12,"year","Yesterday, Maya remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","female","Maya",3,"watches professional football",41949,"15","enabling"
70,"food","predictive",13,"5 years","","male","Christopher",3,"eats caviar",14930,"3","baseline"
70,"food","predictive",14,"month","","male","Vince",3,"drinks coffee",14136,"3","baseline"
70,"entertainment","predictive",15,"2 years","Yesterday, Bridgette went through a radical transformation and now it is against her belief to witness anything relating to space travel.","female","Bridgette",3,"watches space launches",20363,"0","preventative"
70,"food","predictive",16,"month","Yesterday, Lewis gave up alcohol and entered into Alcoholics Anonymous.","male","Lewis",3,"drinks beer",18267,"0","preventative"
70,"clothing","predictive",17,"month","Yesterday, Melinda got a high paying job on Wall Street.","female","Melinda",3,"wears a suit",16783,"20","enabling"
70,"hobby","predictive",18,"year","Yesterday, Tina was in a motorcycle accident and will never walk again.","female","Tina",3,"hikes",13365,"0","preventative"
70,"hobby","predictive",19,"year","","male","Cameron",3,"plays tennis",10066,"3","baseline"
70,"employment","predictive",20,"5 years","","male","David",3,"volunteers for political campaigns",32851,"3","baseline"
70,"food","predictive",21,"year","","female","Veronica",3,"does cocaine",10384,"3","baseline"
71,"food","predictive",1,"year","","male","Alexander",3,"does cocaine",7096,"10","baseline"
71,"employment","predictive",2,"5 years","Yesterday, Seth grew disillusioned with the political system and wants nothing to do with it anymore.","male","Seth",3,"volunteers for political campaigns",7099,"0","preventative"
71,"employment","predictive",3,"5 years","Yesterday, Lucas got caught and vowed to never break the law again.","male","Lucas",3,"steals chewing gum",4924,"0","preventative"
71,"hobby","predictive",4,"5 years","","male","Martin",3,"climbs mountains",6358,"5","baseline"
71,"entertainment","predictive",5,"2 years","Yesterday, Vince went through a radical transformation and now it is against his belief to witness anything relating to space travel.","male","Vince",3,"watches space launches",25140,"0","preventative"
71,"clothing","predictive",6,"month","Yesterday, Jack got fired from his job on Wall Street and now works in a pizza parlor.","male","Jack",3,"wears a suit",12757,"1","preventative"
71,"food","predictive",7,"year","Yesterday, Lewis realized he is severely allergic to marijuana and will no longer smoke it.","male","Lewis",3,"smokes marijuana",7817,"30","preventative"
71,"employment","predictive",8,"year","","female","Angela",3,"writes poems",5248,"10","baseline"
71,"food","predictive",9,"month","Yesterday, Stephen gave up alcohol and entered into Alcoholics Anonymous.","male","Stephen",3,"drinks beer",4808,"1","preventative"
71,"food","predictive",10,"5 years","Yesterday, Kim learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Kim",3,"eats caviar",6594,"10","enabling"
71,"food","predictive",11,"month","Yesterday, Eric wanted a smoke and bought a pack of cigarettes.","male","Eric",3,"smokes cigarettes",99444,"15","enabling"
71,"hobby","predictive",12,"year","Yesterday, Jacob remembered how much fun those times were and bought a lot of new hiking gear.","male","Jacob",3,"hikes",5444,"5","enabling"
71,"employment","predictive",13,"5 years","Yesterday, Derrick learned a new technique for breaking into cars.","male","Derrick",3,"steals cars",41336,"5","enabling"
71,"hobby","predictive",14,"year","","male","Scott",3,"plays the banjo",4749,"5","baseline"
71,"food","predictive",15,"year","Yesterday, Anthony learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","male","Anthony",3,"eats peanut butter",6329,"20","enabling"
71,"food","predictive",16,"month","","female","Julia",3,"drinks coffee",5587,"8","baseline"
71,"employment","predictive",17,"5 years","Yesterday, Monica finished an MFA program and quit her other job to focus on writing novels.","female","Monica",3,"writes novels",7447,"3","enabling"
71,"hobby","predictive",18,"year","Yesterday, Brian remembered how much fun that was and bought a new tennis racket.","male","Brian",3,"plays tennis",5588,"10","enabling"
71,"entertainment","predictive",19,"year","Yesterday, Linda learned about all the corruption in professional sports and no longer can watch it.","female","Linda",3,"watches professional football",5956,"1","preventative"
71,"employment","predictive",20,"5 years","","male","Ben",3,"volunteers for soup kitchens",5712,"1","baseline"
71,"hobby","predictive",21,"2 months","","male","Christopher",3,"runs",5617,"5","baseline"
72,"employment","predictive",1,"5 years","","male","Stephen",3,"steals cars",5613,"5","baseline"
72,"entertainment","predictive",2,"year","Yesterday, Eric remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","male","Eric",3,"watches professional football",16662,"16","enabling"
72,"food","predictive",3,"month","Yesterday, Ashley wanted a morning jolt and bought a pound of fresh roasted coffee.","female","Ashley",3,"drinks coffee",10159,"3","enabling"
72,"hobby","predictive",4,"5 years","Yesterday, Shannon turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Shannon",3,"climbs mountains",6344,"0","preventative"
72,"employment","predictive",5,"5 years","","male","Ben",3,"steals chewing gum",4174,"3","baseline"
72,"employment","predictive",6,"5 years","Yesterday, Kyle became fed up with the literary world and decided to never write anything again.","male","Kyle",3,"writes novels",6876,"0","preventative"
72,"food","predictive",7,"5 years","","male","Martin",3,"eats caviar",4507,"3","baseline"
72,"food","predictive",8,"month","","female","Kim",3,"drinks beer",3061,"3","baseline"
72,"entertainment","predictive",9,"2 years","","female","Jennifer",3,"watches space launches",4850,"3","baseline"
72,"hobby","predictive",10,"year","Yesterday, Lee developed crippling arthritis in his hands and no longer can play musical instruments.","male","Lee",3,"plays the banjo",4704,"0","preventative"
72,"food","predictive",11,"year","","female","Rebecca",3,"smokes marijuana",5270,"3","baseline"
72,"employment","predictive",12,"year","Yesterday, Alexander finished an MFA program and quit his other job to focus on writing poems.","male","Alexander",3,"writes poems",7712,"100","enabling"
72,"hobby","predictive",13,"year","","male","Scott",3,"plays tennis",4118,"3","baseline"
72,"employment","predictive",14,"5 years","Yesterday, Derrick researched a new political candidate in the area and is going to volunteer with them.","male","Derrick",3,"volunteers for political campaigns",11373,"3","enabling"
